BattleType,ARandomTot,DRandomTot,EndingTot,Outcome,AWon,Supplies,AGenRank,AGenARBonus,AGenArmorBonus,AGenWeaponBonus,AGenFollowerBonus,AGenBannerBonus,AGenTrinketBonus,AAdvancedCombatDeck,ABeginARUnitBonus,ABeginMeleeBonus,ABeginRangedBonus,ABeginCavalryBonus,ABeginSoldiers,AEndARUnitBonus,AEndMeleeBonus,AEndRangedBonus,AEndCavalryBonus,AEndSoldiers,ARebelRivermenMercenaries,ARebelRangerOfForest,ARebelCourierRiders,ARebelMountainMen,ARebelAxemenOfVale,ARebelValeCavalry,ARebelLightWoodmen,ARebelWoodsmenArchers,ARebelRidersOfWood,ALightWoodmen,AGuardOfBeladimir,ABeladimirSpearmen,AWoodsmenArchers,AArchersOfBeladimir,ACoastalGuards,ARidersOfWood,ABeladimirCavalry,APlainsCavalry,AMountainMen,ALerastirShieldbearers,ALerastirSpears,APikesOfLerastir,AAxemenOfVale,ABowmenOfLerastir,ACrossbowmenOfSouth,AValeCavalry,ATerritoryGuardsmen,ALerastirPalaceCavalry,AShieldmaidensOfNorth,AMenoriadSpearmen,AAxemenOfWastes,AMenoriadArchers,ARangersOfForest,ACourierRiders,AMenoriadCavalry,ARoyalCavalry,AHuntersOfNorth,ARivermenMercenaries,ATotUnits,ATotReinforcements,AUpgrades,AUnitCas,ASoldierCas,AEndGenState,ATreasureReceived,AFaction,AShips,ARams,ASiegeTowers,ACatapults,MonType,MonCoinVal,MonARValue
Monster,74,45,67,Decisive Victory,1,None,3,2,1,0,0,1,0,1,73,36,12,25,32,62,28,12,22,24,0,0,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,None,1,8,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,56,74,49,Decisive Victory,1,None,2,0,0,0,0,0,0,0,85,25,18,42,63,66,25,13,28,55,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,56,47,33,Decisive Victory,1,None,2,1,0,0,0,1,0,0,71,31,20,20,8,60,20,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,None,0,6,Wounded,None,Lerastir,None,None,None,None,Giant,500,50
Monster,50,68,74,Decisive Victory,1,None,6,1,0,0,0,1,0,0,105,49,30,26,46,75,29,20,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12,4,None,2,14,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,66,48,71,Decisive Victory,1,None,1,0,0,0,0,0,0,1,122,50,28,44,64,90,34,28,28,47,1,2,1,5,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,None,2,17,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,48,59,13,Heroic Victory,1,None,6,3,0,0,0,2,1,0,75,39,26,10,47,43,24,9,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,0,0,1,2,0,12,1,None,2,16,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,64,60,52,Decisive Victory,1,None,6,3,0,0,0,1,2,1,79,28,22,29,51,61,28,16,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,1,1,3,0,1,14,1,None,0,4,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,40,42,104,Decisive Victory,1,None,7,2,0,0,0,2,0,0,127,41,46,40,52,102,36,37,29,39,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,None,1,13,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,55,58,29,Decisive Victory,1,None,7,2,0,0,0,2,0,1,83,40,16,27,54,67,30,16,21,46,2,0,4,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,None,1,8,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,54,65,-7,Close Defeat,0,None,3,1,0,1,0,0,0,0,60,16,22,22,10,48,16,16,16,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,None,3,22,Unharmed,None,Rebel,None,None,None,None,Demon,700,60
Monster,63,57,46,Decisive Victory,1,None,10,2,0,1,0,1,0,1,78,18,21,39,41,72,18,21,33,37,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,None,0,4,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,57,70,5,Close Victory,1,None,1,3,0,2,0,1,0,1,84,34,14,36,53,36,18,4,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,2,2,3,2,1,15,1,None,3,23,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,73,67,25,Decisive Victory,1,None,5,2,0,1,0,1,0,1,32,8,16,8,8,24,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,None,0,4,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,59,55,65,Decisive Victory,1,None,4,0,0,0,0,0,0,1,117,51,40,26,54,88,36,30,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,14,4,None,2,15,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,45,59,27,Decisive Victory,1,None,7,1,0,0,0,1,0,1,83,39,24,20,38,60,22,18,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,10,3,None,1,11,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,64,66,48,Decisive Victory,1,None,6,2,0,0,0,2,0,0,82,26,24,32,39,65,21,20,24,31,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,71,67,45,Decisive Victory,1,None,1,0,0,0,0,0,0,0,90,54,22,14,58,63,33,22,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,15,1,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,28,41,76,Decisive Victory,1,None,6,1,1,0,0,0,0,1,102,50,20,32,30,78,32,20,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,8,5,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Minotaur,200,20
Monster,56,44,110,Decisive Victory,1,None,5,3,0,1,0,2,0,1,120,45,46,29,69,92,40,34,18,55,0,0,0,0,0,0,0,0,0,3,3,1,4,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,None,2,14,Unharmed,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,62,50,36,Decisive Victory,1,None,5,3,0,0,0,1,2,0,66,6,36,24,51,53,6,28,19,45,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,None,0,6,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,66,55,10,Heroic Victory,1,None,5,0,0,0,0,0,0,1,64,60,0,4,47,31,27,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,None,1,13,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,51,59,46,Decisive Victory,1,None,10,0,0,0,0,0,0,0,94,56,20,18,54,76,48,16,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,2,None,1,10,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,52,45,-46,Crushing Defeat,0,None,1,2,0,0,0,2,0,0,4,0,4,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,None,0,0,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,59,60,41,Decisive Victory,1,None,7,1,0,0,0,1,0,1,94,50,14,30,68,80,40,14,26,63,1,1,3,2,5,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,None,0,5,Wounded,None,Rebel,None,None,None,None,Demon,700,60
Monster,62,69,29,Decisive Victory,1,None,1,1,0,0,0,1,0,0,74,34,28,12,39,60,34,18,8,32,0,2,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,None,1,7,Unharmed,None,Rebel,None,None,None,None,Troll,400,40
Monster,61,52,-8,Close Defeat,0,None,2,3,1,1,1,1,0,1,48,24,8,16,33,6,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,0,None,2,19,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,63,50,-49,Crushing Defeat,0,None,4,1,0,0,0,1,0,1,3,0,0,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,None,0,0,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,61,76,23,Decisive Victory,1,None,9,0,0,0,0,0,0,1,79,35,18,26,33,64,20,18,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,2,1,0,1,9,3,None,0,5,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,37,68,-38,Crushing Defeat,0,None,10,1,0,1,1,0,0,0,22,4,9,9,7,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,55,47,20,Decisive Victory,1,None,3,3,1,0,1,0,2,0,76,26,24,26,14,60,20,20,20,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,None,1,11,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,54,45,52,Decisive Victory,1,None,1,0,0,0,0,0,0,1,72,26,20,26,18,64,22,16,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,5,4,None,0,2,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,58,53,35,Decisive Victory,1,None,10,2,1,0,1,1,0,1,58,12,28,18,37,44,8,18,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,2,2,10,1,None,0,5,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,43,44,14,Heroic Victory,1,None,10,0,0,0,0,0,0,0,75,24,20,31,39,53,19,12,22,32,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,56,57,101,Decisive Victory,1,None,8,2,0,0,1,1,1,1,112,48,20,44,32,78,26,20,32,20,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,59,46,90,Decisive Victory,1,None,6,3,0,1,0,2,0,1,128,64,32,32,54,98,38,28,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,14,5,None,2,15,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,46,67,7,Close Victory,1,None,7,2,0,0,0,1,1,0,49,12,21,16,11,36,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,3,None,1,13,Unharmed,None,Menoriad,None,None,None,None,Hobgoblin,300,30
Monster,44,60,3,Close Victory,1,None,6,1,0,0,0,1,0,0,42,18,12,12,4,36,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,None,1,10,Slain,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,58,61,-50,Crushing Defeat,0,None,3,3,0,2,0,1,0,1,17,0,0,17,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,56,57,5,Close Victory,1,None,3,2,0,1,0,1,0,0,51,19,16,16,4,48,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,None,2,16,Unharmed,None,Lerastir,None,None,None,None,Giant,500,50
Monster,51,60,86,Decisive Victory,1,None,10,3,0,0,0,2,1,1,132,53,38,41,59,113,49,29,35,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,3,0,2,2,1,16,5,None,1,9,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,45,59,20,Decisive Victory,1,None,3,2,2,0,0,0,0,1,79,25,30,24,15,69,25,20,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4,5,None,0,6,Wounded,None,Menoriad,None,None,None,None,Giant,500,50
Monster,51,53,-5,Close Defeat,0,None,10,1,0,0,1,1,0,0,26,15,4,7,11,12,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,9,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,72,60,77,Decisive Victory,1,None,4,4,0,2,0,1,1,1,77,38,16,23,48,66,34,12,20,40,1,0,1,2,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,None,1,8,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,53,50,32,Decisive Victory,1,None,10,3,1,0,0,1,1,0,86,30,29,27,33,65,21,25,19,24,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,None,1,9,Unharmed,None,Beladimir,None,None,None,None,Dragon,1400,70
Monster,35,48,29,Decisive Victory,1,None,4,4,0,2,0,2,0,0,94,58,16,20,58,63,27,16,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,15,2,None,1,12,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,46,72,38,Decisive Victory,1,None,5,1,0,0,0,1,0,1,118,56,26,36,73,86,40,21,25,63,0,0,0,0,0,0,0,0,0,1,4,4,0,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,52,53,-7,Close Defeat,0,None,9,1,0,0,0,0,1,0,24,4,16,4,12,12,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,None,1,10,Unharmed,None,Beladimir,None,None,None,None,Troll,400,40
Monster,44,60,28,Decisive Victory,1,None,1,2,0,1,0,1,0,1,81,31,15,35,60,60,14,15,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,3,2,3,1,2,17,0,None,1,8,Wounded,None,Menoriad,None,None,None,None,Troll,400,40
Monster,53,64,-8,Close Defeat,0,None,10,4,1,0,1,2,1,0,49,13,18,18,18,24,8,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,5,2,None,2,14,Unharmed,None,Menoriad,None,None,None,None,Demon,700,60
Monster,60,53,69,Decisive Victory,1,None,1,0,0,0,0,0,0,1,91,63,4,24,71,51,27,4,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,19,0,None,2,16,Unharmed,None,Lerastir,None,None,None,None,Hobgoblin,300,30
Monster,60,60,32,Decisive Victory,1,None,7,5,0,2,0,2,1,0,40,20,8,12,15,24,8,8,8,7,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,None,1,8,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,46,47,53,Decisive Victory,1,None,5,3,0,0,1,1,2,0,66,16,28,22,14,51,16,16,19,8,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,None,0,6,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,72,50,113,Decisive Victory,1,None,1,1,0,0,0,1,0,0,109,44,45,20,58,91,29,45,17,47,0,0,0,0,0,0,0,0,0,1,2,3,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,None,1,11,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,69,64,47,Decisive Victory,1,None,5,1,0,0,0,1,0,1,76,25,30,21,34,50,16,22,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,1,9,3,None,2,14,Unharmed,None,Menoriad,None,None,None,None,Troll,400,40
Monster,46,53,-16,Valiant Defeat,0,None,5,0,0,0,0,0,0,1,56,26,10,20,39,15,4,4,7,11,0,1,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,None,4,28,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,64,46,10,Heroic Victory,1,None,7,0,0,0,0,0,0,1,55,23,12,20,14,36,12,12,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,None,1,9,Unharmed,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,52,42,8,Close Victory,1,None,8,0,0,0,0,0,0,0,40,16,12,12,4,36,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,None,1,11,Unharmed,None,Menoriad,None,None,None,None,Giant,500,50
Monster,52,49,9,Close Victory,1,None,7,0,0,0,1,0,0,0,69,30,26,13,45,45,18,20,7,36,0,3,1,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,None,1,9,Unharmed,None,Rebel,None,None,None,None,Dragon,1400,70
Monster,64,34,90,Decisive Victory,1,None,9,2,0,2,0,0,0,0,69,34,16,19,30,53,26,12,15,24,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,None,0,6,Unharmed,None,Rebel,None,None,None,None,Minotaur,200,20
Monster,64,71,33,Decisive Victory,1,None,6,3,2,0,0,1,0,0,91,41,24,26,63,78,38,14,26,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,17,1,None,1,7,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,52,66,29,Decisive Victory,1,None,2,3,1,1,0,1,0,0,68,26,20,22,18,48,16,16,16,10,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,None,1,8,Unharmed,None,Rebel,None,None,None,None,Hobgoblin,300,30
Monster,62,51,38,Decisive Victory,1,None,6,1,0,0,0,1,0,0,80,20,37,23,19,63,20,20,23,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,None,1,9,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,53,63,57,Decisive Victory,1,None,8,2,0,0,0,1,1,0,107,29,43,35,63,71,12,29,30,51,0,0,0,0,0,0,0,0,0,1,1,2,4,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,None,1,12,Unharmed,None,Beladimir,None,None,None,None,Giant,500,50
Monster,61,40,38,Decisive Victory,1,None,5,2,0,0,0,2,0,1,70,28,26,16,16,59,22,21,16,9,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,None,1,7,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,62,39,6,Close Victory,1,None,7,1,0,0,0,1,0,1,35,13,14,8,19,12,4,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,None,1,8,Unharmed,None,Lerastir,None,None,None,None,Demon,700,60
Monster,56,55,101,Decisive Victory,1,None,10,3,0,2,0,1,0,0,107,39,36,32,66,86,30,24,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,4,2,3,1,0,1,18,2,None,0,6,Wounded,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,59,58,27,Decisive Victory,1,None,4,0,0,0,0,0,0,1,72,17,19,36,59,64,17,14,33,55,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,None,0,4,Slain,None,Beladimir,None,None,None,None,Giant,500,50
Monster,69,55,41,Decisive Victory,1,None,2,3,2,0,0,1,0,0,92,41,32,19,46,82,35,28,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,2,2,12,3,None,0,2,Unharmed,None,Menoriad,None,None,None,None,Dragon,1400,70
Monster,42,60,19,Heroic Victory,1,None,1,0,0,0,0,0,0,0,56,23,20,13,38,42,19,16,7,30,0,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,59,34,31,Decisive Victory,1,None,1,0,0,0,0,0,0,0,25,16,0,9,18,20,11,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,5,0,None,0,2,Wounded,None,Menoriad,None,None,None,None,Minotaur,200,20
Monster,40,63,18,Heroic Victory,1,None,4,2,0,1,0,1,0,1,65,23,30,12,46,52,23,17,12,38,0,0,0,0,0,0,0,0,0,2,1,1,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,None,1,8,Wounded,None,Beladimir,None,None,None,None,Hobgoblin,300,30
Monster,77,53,29,Decisive Victory,1,None,10,2,1,0,0,0,1,0,63,23,20,20,4,60,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,None,0,6,Slain,None,Lerastir,None,None,None,None,Dragon,1400,70
Monster,62,62,49,Decisive Victory,1,None,2,2,1,0,0,1,0,0,105,39,39,27,75,86,33,34,19,70,0,0,0,0,0,0,0,0,0,3,1,3,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,None,0,5,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
Monster,65,68,-3,Close Defeat,0,None,4,1,0,1,0,0,0,1,15,0,10,5,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,None,0,6,Wounded,None,Beladimir,None,None,None,None,Minotaur,200,20
Monster,58,43,71,Decisive Victory,1,None,5,0,0,0,0,0,0,1,111,38,25,48,35,80,24,25,31,27,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,None,1,8,Unharmed,None,Beladimir,None,None,None,None,Demon,700,60
